"location","iso_code","continent","date","total_vaccinations","people_vaccinated","people_fully_vaccinated","daily_vaccinations_raw","daily_vaccinations","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","daily_vaccinations_per_million"
"United Kingdom","GBR","Europe",2021-02-24,19392553,18691835,700718,480575,342250,28.57,27.53,1.03,5042
"United States","USA","Americas",2021-02-24,66464947,45237143,20607261,1432864,1454731,19.87,13.53,6.16,4350
"Argentina","ARG","Americas",2021-02-23,746615,481689,264926,24381,19349,1.65,1.07,0.59,428
"Austria","AUT","Europe",2021-02-23,585421,357352,228069,14607,14316,6.5,3.97,2.53,1590
"Belgium","BEL","Europe",2021-02-23,761486,456019,305467,19799,16898,6.57,3.93,2.64,1458
"Brazil","BRA","Americas",2021-02-23,7297061,6002873,1294188,268705,241018,3.43,2.82,0.61,1134
"Bulgaria","BGR","Europe",2021-02-23,148226,118549,29677,17163,9555,2.13,1.71,0.43,1375
"Canada","CAN","Americas",2021-02-23,1606472,1138700,467772,48362,42508,4.26,3.02,1.24,1126
"Chile","CHL","Americas",2021-02-23,3110724,3054863,55861,94255,99792,16.27,15.98,0.29,5220
"Czechia","CZE","Europe",2021-02-23,592526,367830,224696,19670,13961,5.53,3.43,2.1,1304
"Denmark","DNK","Europe",2021-02-23,525299,347196,178103,16371,12974,9.07,5.99,3.07,2240
"Estonia","EST","Europe",2021-02-23,91785,64508,27277,2995,3210,6.92,4.86,2.06,2420
"France","FRA","Europe",2021-02-23,3974739,2656447,1318292,136364,114258,5.83,3.9,1.93,1677
"Germany","DEU","Europe",2021-02-23,5462596,3547062,1915534,166330,138871,6.52,4.23,2.29,1657
"Gibraltar","GIB","Europe",2021-02-23,32705,19859,12846,1074,810,97.07,58.94,38.13,24042
"Greece","GRC","Europe",2021-02-23,762624,505148,257476,32214,26694,7.32,4.85,2.47,2561
"Hungary","HUN","Europe",2021-02-23,679850,471004,208846,17034,28014,7.04,4.88,2.16,2900
"Iceland","ISL","Europe",2021-02-23,27933,17379,10554,171,1129,8.19,5.09,3.09,3308
"India","IND","Asia",2021-02-23,11907392,10585757,1321635,483298,435722,0.86,0.77,0.1,316
"Ireland","IRL","Europe",2021-02-23,373280,238841,134439,13664,11361,7.56,4.84,2.72,2301
"Isle of Man","IMN","Europe",2021-02-23,18041,13077,4964,234,538,21.22,15.38,5.84,6327
"Israel","ISR","Asia",2021-02-23,7677174,4518247,3158927,147331,127605,88.7,52.2,36.5,14743
"Italy","ITA","Europe",2021-02-23,3781541,2422175,1359366,106182,85731,6.25,4.01,2.25,1418
"Latvia","LVA","Europe",2021-02-23,50317,33462,16855,2380,1519,2.67,1.77,0.89,805
"Lithuania","LTU","Europe",2021-02-23,204387,133997,70390,8625,6445,7.51,4.92,2.59,2367
"Luxembourg","LUX","Europe",2021-02-23,33370,24508,8862,1444,1065,5.33,3.92,1.42,1701
"Malta","MLT","Europe",2021-02-23,68779,47012,21767,2445,1867,15.58,10.65,4.93,4228
"Mexico","MEX","Americas",2021-02-23,1801156,1336854,464302,67752,126539,1.4,1.04,0.36,981
"Morocco","MAR","Africa",2021-02-23,2667091,2635859,31232,91407,108989,7.23,7.14,0.08,2953
"Norway","NOR","Europe",2021-02-23,410777,304150,106627,10955,13112,7.58,5.61,1.97,2419
"Oman","OMN","Asia",2021-02-23,67660,48641,19019,1557,1545,1.32,0.95,0.37,303
"Portugal","PRT","Europe",2021-02-23,713192,458214,254978,14040,22520,6.99,4.49,2.5,2209
"Romania","ROU","Europe",2021-02-23,1438432,836860,601572,29345,34478,7.48,4.35,3.13,1792
"Slovakia","SVK","Europe",2021-02-23,398592,289532,109060,12712,10596,7.3,5.3,2,1941
"Slovenia","SVN","Europe",2021-02-23,149720,98399,51321,1518,3690,7.2,4.73,2.47,1775
"South Africa","ZAF","Africa",2021-02-23,32315,32315,32315,9256,4616,0.05,0.05,0.05,78
"Spain","ESP","Europe",2021-02-23,3284678,2063495,1221183,119487,84889,7.03,4.41,2.61,1816
"Switzerland","CHE","Europe",2021-02-23,699405,511244,188161,13652,18490,8.08,5.91,2.17,2136
"Turkey","TUR","Asia",2021-02-23,7289498,6106522,1182976,452196,379816,8.64,7.24,1.4,4503
"United Arab Emirates","ARE","Asia",2021-02-23,5668264,3480415,2187849,110471,67077,57.31,35.19,22.12,6782
"United Kingdom","GBR","Europe",2021-02-23,18911978,18242873,669105,353009,344633,27.86,26.87,0.99,5077
"United States","USA","Americas",2021-02-23,65032083,44544969,19882544,854609,1401674,19.44,13.32,5.94,4191
"Argentina","ARG","Americas",2021-02-22,722234,458822,263412,1967,16063,1.6,1.02,0.58,355
"Austria","AUT","Europe",2021-02-22,570814,347170,223644,6885,14286,6.34,3.85,2.48,1586
"Belgium","BEL","Europe",2021-02-22,741687,443849,297838,12522,16129,6.4,3.83,2.57,1392
"Brazil","BRA","Americas",2021-02-22,7028356,5857080,1171276,77554,247768,3.31,2.76,0.55,1166
"Bulgaria","BGR","Europe",2021-02-22,131063,103111,27952,11709,7661,1.89,1.48,0.4,1103
"Canada","CAN","Americas",2021-02-22,1558110,1108564,449546,61733,39336,4.13,2.94,1.19,1042
"Chile","CHL","Americas",2021-02-22,3016469,2960648,55821,108134,117757,15.78,15.49,0.29,6160
"Czechia","CZE","Europe",2021-02-22,572856,355048,217808,16017,13654,5.35,3.32,2.03,1275
"Denmark","DNK","Europe",2021-02-22,508928,332782,176146,14624,12719,8.79,5.75,3.04,2196
"Estonia","EST","Europe",2021-02-22,88790,62415,26375,833,2899,6.69,4.71,1.99,2185
"France","FRA","Europe",2021-02-22,3838375,2603702,1234673,111862,117629,5.63,3.82,1.81,1726
"Germany","DEU","Europe",2021-02-22,5296266,3440544,1855722,160466,134299,6.32,4.11,2.21,1603
"Gibraltar","GIB","Europe",2021-02-22,31631,18902,12729,1199,750,93.89,56.1,37.78,22261
"Greece","GRC","Europe",2021-02-22,730410,486820,243590,33165,25095,7.01,4.67,2.34,2408
"Hungary","HUN","Europe",2021-02-22,662816,457096,205720,8354,27038,6.86,4.73,2.13,2799
"India","IND","Asia",2021-02-22,11424094,10308552,1115542,338921,415332,0.83,0.75,0.08,301
"Ireland","IRL","Europe",2021-02-22,359616,226291,133325,5645,11291,7.28,4.58,2.7,2287
"Isle of Man","IMN","Europe",2021-02-22,17807,13075,4732,308,544,20.94,15.38,5.56,6398
"Israel","ISR","Asia",2021-02-22,7529843,4441078,3088765,165135,129599,86.99,51.31,35.69,14973
"Italy","ITA","Europe",2021-02-22,3675359,2321121,1354238,105160,80660,6.08,3.84,2.24,1334
"Luxembourg","LUX","Europe",2021-02-22,31926,23685,8241,941,1129,5.1,3.78,1.32,1804
"Malta","MLT","Europe",2021-02-22,66334,45174,21160,1915,1812,15.02,10.23,4.79,4104
"Mexico","MEX","Americas",2021-02-22,1733404,1277187,456217,44246,140532,1.34,0.99,0.35,1090
"Norway","NOR","Europe",2021-02-22,399822,298401,101421,2714,12719,7.38,5.5,1.87,2346
"Oman","OMN","Asia",2021-02-22,66103,47084,19019,1565,2286,1.29,0.92,0.37,448
"Poland","POL","Europe",2021-02-22,2759436,1824654,934782,44277,85756,7.29,4.82,2.47,2266
"Portugal","PRT","Europe",2021-02-22,699152,445898,253254,7936,22053,6.86,4.37,2.48,2163
"Romania","ROU","Europe",2021-02-22,1409087,819447,589640,29864,36854,7.32,4.26,3.07,1916
